index,date,cust,prod,demand,sales
700,2019-01-02,津市,A,31,31
701,2019-01-02,津市,B,29,29
702,2019-01-02,津市,C,10,10
703,2019-01-02,津市,D,0,0
704,2019-01-02,津市,E,123,123
705,2019-01-02,津市,F,18,18
706,2019-01-02,津市,G,25,25
707,2019-01-02,津市,H,63,63
708,2019-01-02,津市,I,3,3
709,2019-01-02,津市,J,85,85
710,2019-01-02,大津市,A,71,71
711,2019-01-02,大津市,B,70,70
712,2019-01-02,大津市,C,25,25
713,2019-01-02,大津市,D,4,4
714,2019-01-02,大津市,E,299,299
715,2019-01-02,大津市,F,44,44
716,2019-01-02,大津市,G,61,61
717,2019-01-02,大津市,H,151,151
718,2019-01-02,大津市,I,10,10
719,2019-01-02,大津市,J,207,207
720,2019-01-02,京都市,A,81,81
721,2019-01-02,京都市,B,79,79
722,2019-01-02,京都市,C,31,31
723,2019-01-02,京都市,D,2,2
724,2019-01-02,京都市,E,342,342
725,2019-01-02,京都市,F,53,53
726,2019-01-02,京都市,G,70,70
727,2019-01-02,京都市,H,173,173
728,2019-01-02,京都市,I,9,9
729,2019-01-02,京都市,J,235,235
730,2019-01-02,大阪市,A,2,2
731,2019-01-02,大阪市,B,1,1
732,2019-01-02,大阪市,C,0,0
733,2019-01-02,大阪市,D,0,0
734,2019-01-02,大阪市,E,5,5
735,2019-01-02,大阪市,F,1,1
736,2019-01-02,大阪市,G,1,1
737,2019-01-02,大阪市,H,3,3
738,2019-01-02,大阪市,I,0,0
739,2019-01-02,大阪市,J,4,4
740,2019-01-02,神戸市,A,0,0
741,2019-01-02,神戸市,B,0,0
742,2019-01-02,神戸市,C,1,1
743,2019-01-02,神戸市,D,0,0
744,2019-01-02,神戸市,E,2,2
745,2019-01-02,神戸市,F,0,0
746,2019-01-02,神戸市,G,1,1
747,2019-01-02,神戸市,H,2,2
748,2019-01-02,神戸市,I,0,0
749,2019-01-02,神戸市,J,0,0
750,2019-01-02,奈良市,A,3,3
751,2019-01-02,奈良市,B,4,4
752,2019-01-02,奈良市,C,1,1
753,2019-01-02,奈良市,D,1,1
754,2019-01-02,奈良市,E,13,13
755,2019-01-02,奈良市,F,3,3
756,2019-01-02,奈良市,G,3,3
757,2019-01-02,奈良市,H,4,4
758,2019-01-02,奈良市,I,0,0
759,2019-01-02,奈良市,J,9,9
760,2019-01-02,和歌山市,A,70,70
761,2019-01-02,和歌山市,B,68,68
762,2019-01-02,和歌山市,C,28,28
763,2019-01-02,和歌山市,D,3,3
764,2019-01-02,和歌山市,E,304,304
765,2019-01-02,和歌山市,F,45,45
766,2019-01-02,和歌山市,G,60,60
767,2019-01-02,和歌山市,H,154,154
768,2019-01-02,和歌山市,I,10,10
769,2019-01-02,和歌山市,J,206,206
770,2019-01-02,鳥取市,A,2,2
771,2019-01-02,鳥取市,B,2,2
772,2019-01-02,鳥取市,C,0,0
773,2019-01-02,鳥取市,D,0,0
774,2019-01-02,鳥取市,E,7,7
775,2019-01-02,鳥取市,F,2,2
776,2019-01-02,鳥取市,G,3,3
777,2019-01-02,鳥取市,H,4,4
778,2019-01-02,鳥取市,I,0,0
779,2019-01-02,鳥取市,J,4,4
780,2019-01-02,松江市,A,10,10
781,2019-01-02,松江市,B,11,11
782,2019-01-02,松江市,C,3,3
783,2019-01-02,松江市,D,2,2
784,2019-01-02,松江市,E,45,45
785,2019-01-02,松江市,F,7,7
786,2019-01-02,松江市,G,11,11
787,2019-01-02,松江市,H,25,25
788,2019-01-02,松江市,I,1,1
789,2019-01-02,松江市,J,32,32
790,2019-01-02,岡山市,A,161,161
791,2019-01-02,岡山市,B,155,155
792,2019-01-02,岡山市,C,57,57
793,2019-01-02,岡山市,D,8,8
794,2019-01-02,岡山市,E,677,677
795,2019-01-02,岡山市,F,103,103
796,2019-01-02,岡山市,G,139,139
797,2019-01-02,岡山市,H,341,341
798,2019-01-02,岡山市,I,24,24
799,2019-01-02,岡山市,J,459,459
800,2019-01-02,広島市,A,17,17
801,2019-01-02,広島市,B,16,16
802,2019-01-02,広島市,C,3,3
803,2019-01-02,広島市,D,0,0
804,2019-01-02,広島市,E,70,70
805,2019-01-02,広島市,F,9,9
806,2019-01-02,広島市,G,14,14
807,2019-01-02,広島市,H,34,34
808,2019-01-02,広島市,I,3,3
809,2019-01-02,広島市,J,47,47
810,2019-01-02,山口市,A,28,28
811,2019-01-02,山口市,B,28,28
812,2019-01-02,山口市,C,12,12
813,2019-01-02,山口市,D,1,1
814,2019-01-02,山口市,E,124,124
815,2019-01-02,山口市,F,19,19
816,2019-01-02,山口市,G,25,25
817,2019-01-02,山口市,H,61,61
818,2019-01-02,山口市,I,4,4
819,2019-01-02,山口市,J,84,84
820,2019-01-02,徳島市,A,5,5
821,2019-01-02,徳島市,B,7,7
822,2019-01-02,徳島市,C,3,3
823,2019-01-02,徳島市,D,0,0
824,2019-01-02,徳島市,E,30,30
825,2019-01-02,徳島市,F,4,4
826,2019-01-02,徳島市,G,6,6
827,2019-01-02,徳島市,H,16,16
828,2019-01-02,徳島市,I,0,0
829,2019-01-02,徳島市,J,20,20
830,2019-01-02,高松市,A,28,28
831,2019-01-02,高松市,B,27,27
832,2019-01-02,高松市,C,11,11
833,2019-01-02,高松市,D,0,0
834,2019-01-02,高松市,E,122,122
835,2019-01-02,高松市,F,20,20
836,2019-01-02,高松市,G,25,25
837,2019-01-02,高松市,H,61,61
838,2019-01-02,高松市,I,5,5
839,2019-01-02,高松市,J,81,81
840,2019-01-02,松山市,A,54,54
841,2019-01-02,松山市,B,55,55
842,2019-01-02,松山市,C,18,18
843,2019-01-02,松山市,D,1,1
844,2019-01-02,松山市,E,234,234
845,2019-01-02,松山市,F,35,35
846,2019-01-02,松山市,G,47,47
847,2019-01-02,松山市,H,117,117
848,2019-01-02,松山市,I,9,9
849,2019-01-02,松山市,J,158,158
850,2019-01-02,高知市,A,0,0
851,2019-01-02,高知市,B,0,0
852,2019-01-02,高知市,C,0,0
853,2019-01-02,高知市,D,0,0
854,2019-01-02,高知市,E,1,1
855,2019-01-02,高知市,F,1,1
856,2019-01-02,高知市,G,0,0
857,2019-01-02,高知市,H,0,0
858,2019-01-02,高知市,I,0,0
859,2019-01-02,高知市,J,1,1
860,2019-01-02,福岡市,A,38,38
861,2019-01-02,福岡市,B,34,34
862,2019-01-02,福岡市,C,13,13
863,2019-01-02,福岡市,D,1,1
864,2019-01-02,福岡市,E,157,157
865,2019-01-02,福岡市,F,23,23
866,2019-01-02,福岡市,G,32,32
867,2019-01-02,福岡市,H,80,80
868,2019-01-02,福岡市,I,5,5
869,2019-01-02,福岡市,J,106,106
870,2019-01-02,佐賀市,A,381,381
871,2019-01-02,佐賀市,B,371,371
872,2019-01-02,佐賀市,C,144,144
873,2019-01-02,佐賀市,D,18,18
874,2019-01-02,佐賀市,E,1625,1625
875,2019-01-02,佐賀市,F,251,251
876,2019-01-02,佐賀市,G,333,333
877,2019-01-02,佐賀市,H,825,825
878,2019-01-02,佐賀市,I,53,53
879,2019-01-02,佐賀市,J,1107,1107
880,2019-01-02,長崎市,A,37,37
881,2019-01-02,長崎市,B,33,33
882,2019-01-02,長崎市,C,12,12
883,2019-01-02,長崎市,D,2,2
884,2019-01-02,長崎市,E,154,154
885,2019-01-02,長崎市,F,24,24
886,2019-01-02,長崎市,G,30,30
887,2019-01-02,長崎市,H,78,78
888,2019-01-02,長崎市,I,2,2
889,2019-01-02,長崎市,J,104,104
890,2019-01-02,熊本市,A,6,6
891,2019-01-02,熊本市,B,7,7
892,2019-01-02,熊本市,C,3,3
893,2019-01-02,熊本市,D,0,0
894,2019-01-02,熊本市,E,25,25
895,2019-01-02,熊本市,F,3,3
896,2019-01-02,熊本市,G,3,3
897,2019-01-02,熊本市,H,14,14
898,2019-01-02,熊本市,I,2,2
899,2019-01-02,熊本市,J,17,17
900,2019-01-02,大分市,A,45,45
901,2019-01-02,大分市,B,41,41
902,2019-01-02,大分市,C,16,16
903,2019-01-02,大分市,D,1,1
904,2019-01-02,大分市,E,184,184
905,2019-01-02,大分市,F,29,29
906,2019-01-02,大分市,G,37,37
907,2019-01-02,大分市,H,95,95
908,2019-01-02,大分市,I,5,5
909,2019-01-02,大分市,J,126,126
910,2019-01-02,宮崎市,A,1,1
911,2019-01-02,宮崎市,B,2,2
912,2019-01-02,宮崎市,C,0,0
913,2019-01-02,宮崎市,D,0,0
914,2019-01-02,宮崎市,E,8,8
915,2019-01-02,宮崎市,F,1,1
916,2019-01-02,宮崎市,G,1,1
917,2019-01-02,宮崎市,H,6,6
918,2019-01-02,宮崎市,I,0,0
919,2019-01-02,宮崎市,J,5,5
920,2019-01-02,鹿児島市,A,12,12
921,2019-01-02,鹿児島市,B,11,11
922,2019-01-02,鹿児島市,C,2,2
923,2019-01-02,鹿児島市,D,0,0
924,2019-01-02,鹿児島市,E,51,51
925,2019-01-02,鹿児島市,F,7,7
926,2019-01-02,鹿児島市,G,10,10
927,2019-01-02,鹿児島市,H,25,25
928,2019-01-02,鹿児島市,I,1,1
929,2019-01-02,鹿児島市,J,34,34
930,2019-01-02,那覇市,A,91,91
931,2019-01-02,那覇市,B,87,87
932,2019-01-02,那覇市,C,34,34
933,2019-01-02,那覇市,D,4,4
934,2019-01-02,那覇市,E,383,383
935,2019-01-02,那覇市,F,59,59
936,2019-01-02,那覇市,G,79,79
937,2019-01-02,那覇市,H,194,194
938,2019-01-02,那覇市,I,10,10
939,2019-01-02,那覇市,J,261,261
940,2019-01-03,札幌市,A,10,10
941,2019-01-03,札幌市,B,12,12
942,2019-01-03,札幌市,C,4,4
943,2019-01-03,札幌市,D,0,0
944,2019-01-03,札幌市,E,47,47
945,2019-01-03,札幌市,F,5,5
946,2019-01-03,札幌市,G,9,9
947,2019-01-03,札幌市,H,25,25
948,2019-01-03,札幌市,I,0,0
949,2019-01-03,札幌市,J,36,36
950,2019-01-03,青森市,A,35,35
951,2019-01-03,青森市,B,34,34
952,2019-01-03,青森市,C,12,12
953,2019-01-03,青森市,D,1,1
954,2019-01-03,青森市,E,149,149
955,2019-01-03,青森市,F,22,22
956,2019-01-03,青森市,G,30,30
957,2019-01-03,青森市,H,77,77
958,2019-01-03,青森市,I,3,3
959,2019-01-03,青森市,J,102,102
960,2019-01-03,盛岡市,A,1,1
961,2019-01-03,盛岡市,B,0,0
962,2019-01-03,盛岡市,C,0,0
963,2019-01-03,盛岡市,D,0,0
964,2019-01-03,盛岡市,E,0,0
965,2019-01-03,盛岡市,F,0,0
966,2019-01-03,盛岡市,G,0,0
967,2019-01-03,盛岡市,H,1,1
968,2019-01-03,盛岡市,I,0,0
969,2019-01-03,盛岡市,J,0,0
970,2019-01-03,仙台市,A,7,7
971,2019-01-03,仙台市,B,6,6
972,2019-01-03,仙台市,C,1,1
973,2019-01-03,仙台市,D,1,1
974,2019-01-03,仙台市,E,32,32
975,2019-01-03,仙台市,F,6,6
976,2019-01-03,仙台市,G,4,4
977,2019-01-03,仙台市,H,17,17
978,2019-01-03,仙台市,I,1,1
979,2019-01-03,仙台市,J,21,21
980,2019-01-03,秋田市,A,0,0
981,2019-01-03,秋田市,B,3,3
982,2019-01-03,秋田市,C,0,0
983,2019-01-03,秋田市,D,0,0
984,2019-01-03,秋田市,E,13,13
985,2019-01-03,秋田市,F,1,1
986,2019-01-03,秋田市,G,2,2
987,2019-01-03,秋田市,H,6,6
988,2019-01-03,秋田市,I,1,1
989,2019-01-03,秋田市,J,8,8
990,2019-01-03,山形市,A,4,4
991,2019-01-03,山形市,B,0,0
992,2019-01-03,山形市,C,0,0
993,2019-01-03,山形市,D,1,1
994,2019-01-03,山形市,E,6,6
995,2019-01-03,山形市,F,1,1
996,2019-01-03,山形市,G,2,2
997,2019-01-03,山形市,H,3,3
998,2019-01-03,山形市,I,0,0
999,2019-01-03,山形市,J,6,6
1000,2019-01-03,福島市,A,3,3
1001,2019-01-03,福島市,B,4,4
1002,2019-01-03,福島市,C,1,1
1003,2019-01-03,福島市,D,1,1
1004,2019-01-03,福島市,E,15,15
1005,2019-01-03,福島市,F,1,1
1006,2019-01-03,福島市,G,2,2
1007,2019-01-03,福島市,H,8,8
1008,2019-01-03,福島市,I,1,1
1009,2019-01-03,福島市,J,12,12
1010,2019-01-03,水戸市,A,8,8
1011,2019-01-03,水戸市,B,10,10
1012,2019-01-03,水戸市,C,3,3
1013,2019-01-03,水戸市,D,1,1
1014,2019-01-03,水戸市,E,37,37
1015,2019-01-03,水戸市,F,6,6
1016,2019-01-03,水戸市,G,7,7
1017,2019-01-03,水戸市,H,20,20
1018,2019-01-03,水戸市,I,2,2
1019,2019-01-03,水戸市,J,27,27
1020,2019-01-03,宇都宮市,A,10,10
1021,2019-01-03,宇都宮市,B,9,9
1022,2019-01-03,宇都宮市,C,4,4
1023,2019-01-03,宇都宮市,D,0,0
1024,2019-01-03,宇都宮市,E,46,46
1025,2019-01-03,宇都宮市,F,5,5
1026,2019-01-03,宇都宮市,G,10,10
1027,2019-01-03,宇都宮市,H,21,21
1028,2019-01-03,宇都宮市,I,1,1
1029,2019-01-03,宇都宮市,J,32,32
1030,2019-01-03,前橋市,A,17,17
1031,2019-01-03,前橋市,B,18,18
1032,2019-01-03,前橋市,C,7,7
1033,2019-01-03,前橋市,D,1,1
1034,2019-01-03,前橋市,E,78,78
1035,2019-01-03,前橋市,F,12,12
1036,2019-01-03,前橋市,G,15,15
1037,2019-01-03,前橋市,H,38,38
1038,2019-01-03,前橋市,I,2,2
1039,2019-01-03,前橋市,J,52,52
1040,2019-01-03,さいたま市,A,12,12
1041,2019-01-03,さいたま市,B,12,12
1042,2019-01-03,さいたま市,C,5,5
1043,2019-01-03,さいたま市,D,0,0
1044,2019-01-03,さいたま市,E,50,50
1045,2019-01-03,さいたま市,F,7,7
1046,2019-01-03,さいたま市,G,9,9
1047,2019-01-03,さいたま市,H,27,27
1048,2019-01-03,さいたま市,I,2,2
1049,2019-01-03,さいたま市,J,34,34
1050,2019-01-03,千葉市,A,29,29
1051,2019-01-03,千葉市,B,27,27
1052,2019-01-03,千葉市,C,10,10
1053,2019-01-03,千葉市,D,2,2
1054,2019-01-03,千葉市,E,130,130
1055,2019-01-03,千葉市,F,20,20
1056,2019-01-03,千葉市,G,26,26
1057,2019-01-03,千葉市,H,67,67
1058,2019-01-03,千葉市,I,4,4
1059,2019-01-03,千葉市,J,90,90
1060,2019-01-03,新宿区,A,4,4
1061,2019-01-03,新宿区,B,4,4
1062,2019-01-03,新宿区,C,3,3
1063,2019-01-03,新宿区,D,0,0
1064,2019-01-03,新宿区,E,20,20
1065,2019-01-03,新宿区,F,3,3
1066,2019-01-03,新宿区,G,3,3
1067,2019-01-03,新宿区,H,10,10
1068,2019-01-03,新宿区,I,1,1
1069,2019-01-03,新宿区,J,13,13
1070,2019-01-03,横浜市,A,75,75
1071,2019-01-03,横浜市,B,76,76
1072,2019-01-03,横浜市,C,28,28
1073,2019-01-03,横浜市,D,3,3
1074,2019-01-03,横浜市,E,328,328
1075,2019-01-03,横浜市,F,50,50
1076,2019-01-03,横浜市,G,66,66
1077,2019-01-03,横浜市,H,167,167
1078,2019-01-03,横浜市,I,11,11
1079,2019-01-03,横浜市,J,224,224
1080,2019-01-03,新潟市,A,0,0
1081,2019-01-03,新潟市,B,0,0
1082,2019-01-03,新潟市,C,0,0
1083,2019-01-03,新潟市,D,0,0
1084,2019-01-03,新潟市,E,2,2
1085,2019-01-03,新潟市,F,0,0
1086,2019-01-03,新潟市,G,0,0
1087,2019-01-03,新潟市,H,0,0
1088,2019-01-03,新潟市,I,0,0
1089,2019-01-03,新潟市,J,1,1
1090,2019-01-03,富山市,A,28,28
1091,2019-01-03,富山市,B,28,28
1092,2019-01-03,富山市,C,12,12
1093,2019-01-03,富山市,D,0,0
1094,2019-01-03,富山市,E,123,123
1095,2019-01-03,富山市,F,19,19
1096,2019-01-03,富山市,G,24,24
1097,2019-01-03,富山市,H,62,62
1098,2019-01-03,富山市,I,4,4
1099,2019-01-03,富山市,J,85,85
1100,2019-01-03,金沢市,A,11,11
1101,2019-01-03,金沢市,B,11,11
1102,2019-01-03,金沢市,C,4,4
1103,2019-01-03,金沢市,D,1,1
1104,2019-01-03,金沢市,E,49,49
1105,2019-01-03,金沢市,F,7,7
1106,2019-01-03,金沢市,G,11,11
1107,2019-01-03,金沢市,H,26,26
1108,2019-01-03,金沢市,I,0,0
1109,2019-01-03,金沢市,J,33,33
1110,2019-01-03,福井市,A,17,17
1111,2019-01-03,福井市,B,18,18
1112,2019-01-03,福井市,C,7,7
1113,2019-01-03,福井市,D,0,0
1114,2019-01-03,福井市,E,83,83
1115,2019-01-03,福井市,F,13,13
1116,2019-01-03,福井市,G,16,16
1117,2019-01-03,福井市,H,41,41
1118,2019-01-03,福井市,I,3,3
1119,2019-01-03,福井市,J,56,56
1120,2019-01-03,甲府市,A,3,3
1121,2019-01-03,甲府市,B,2,2
1122,2019-01-03,甲府市,C,2,2
1123,2019-01-03,甲府市,D,0,0
1124,2019-01-03,甲府市,E,11,11
1125,2019-01-03,甲府市,F,3,3
1126,2019-01-03,甲府市,G,3,3
1127,2019-01-03,甲府市,H,8,8
1128,2019-01-03,甲府市,I,0,0
1129,2019-01-03,甲府市,J,9,9
1130,2019-01-03,長野市,A,5,5
1131,2019-01-03,長野市,B,5,5
1132,2019-01-03,長野市,C,1,1
1133,2019-01-03,長野市,D,1,1
1134,2019-01-03,長野市,E,19,19
1135,2019-01-03,長野市,F,1,1
1136,2019-01-03,長野市,G,6,6
1137,2019-01-03,長野市,H,9,9
1138,2019-01-03,長野市,I,1,1
1139,2019-01-03,長野市,J,12,12
1140,2019-01-03,岐阜市,A,48,48
1141,2019-01-03,岐阜市,B,49,49
1142,2019-01-03,岐阜市,C,19,19
1143,2019-01-03,岐阜市,D,1,1
1144,2019-01-03,岐阜市,E,212,212
1145,2019-01-03,岐阜市,F,31,31
1146,2019-01-03,岐阜市,G,41,41
1147,2019-01-03,岐阜市,H,109,109
1148,2019-01-03,岐阜市,I,6,6
1149,2019-01-03,岐阜市,J,145,145
1150,2019-01-03,静岡市,A,209,209
1151,2019-01-03,静岡市,B,203,203
1152,2019-01-03,静岡市,C,79,79
1153,2019-01-03,静岡市,D,10,10
1154,2019-01-03,静岡市,E,888,888
1155,2019-01-03,静岡市,F,137,137
1156,2019-01-03,静岡市,G,183,183
1157,2019-01-03,静岡市,H,452,452
1158,2019-01-03,静岡市,I,29,29
1159,2019-01-03,静岡市,J,605,605
1160,2019-01-03,名古屋市,A,7,7
1161,2019-01-03,名古屋市,B,10,10
1162,2019-01-03,名古屋市,C,4,4
1163,2019-01-03,名古屋市,D,0,0
1164,2019-01-03,名古屋市,E,33,33
1165,2019-01-03,名古屋市,F,3,3
1166,2019-01-03,名古屋市,G,6,6
1167,2019-01-03,名古屋市,H,18,18
1168,2019-01-03,名古屋市,I,1,1
1169,2019-01-03,名古屋市,J,23,23
1170,2019-01-03,津市,A,31,31
1171,2019-01-03,津市,B,31,31
1172,2019-01-03,津市,C,12,12
1173,2019-01-03,津市,D,0,0
1174,2019-01-03,津市,E,133,133
1175,2019-01-03,津市,F,22,22
1176,2019-01-03,津市,G,26,26
1177,2019-01-03,津市,H,69,69
1178,2019-01-03,津市,I,6,6
1179,2019-01-03,津市,J,91,91
1180,2019-01-03,大津市,A,77,77
1181,2019-01-03,大津市,B,74,74
1182,2019-01-03,大津市,C,28,28
1183,2019-01-03,大津市,D,4,4
1184,2019-01-03,大津市,E,325,325
1185,2019-01-03,大津市,F,49,49
1186,2019-01-03,大津市,G,66,66
1187,2019-01-03,大津市,H,164,164
1188,2019-01-03,大津市,I,10,10
1189,2019-01-03,大津市,J,221,221
1190,2019-01-03,京都市,A,85,85
1191,2019-01-03,京都市,B,82,82
1192,2019-01-03,京都市,C,33,33
1193,2019-01-03,京都市,D,5,5
1194,2019-01-03,京都市,E,369,369
1195,2019-01-03,京都市,F,57,57
1196,2019-01-03,京都市,G,75,75
1197,2019-01-03,京都市,H,185,185
1198,2019-01-03,京都市,I,14,14
1199,2019-01-03,京都市,J,252,252
1200,2019-01-03,大阪市,A,0,0
1201,2019-01-03,大阪市,B,2,2
1202,2019-01-03,大阪市,C,1,1
1203,2019-01-03,大阪市,D,1,1
1204,2019-01-03,大阪市,E,7,7
1205,2019-01-03,大阪市,F,1,1
1206,2019-01-03,大阪市,G,2,2
1207,2019-01-03,大阪市,H,3,3
1208,2019-01-03,大阪市,I,0,0
1209,2019-01-03,大阪市,J,3,3
1210,2019-01-03,神戸市,A,0,0
1211,2019-01-03,神戸市,B,0,0
1212,2019-01-03,神戸市,C,0,0
1213,2019-01-03,神戸市,D,0,0
1214,2019-01-03,神戸市,E,3,3
1215,2019-01-03,神戸市,F,1,1
1216,2019-01-03,神戸市,G,0,0
1217,2019-01-03,神戸市,H,1,1
1218,2019-01-03,神戸市,I,1,1
1219,2019-01-03,神戸市,J,1,1
1220,2019-01-03,奈良市,A,4,4
1221,2019-01-03,奈良市,B,4,4
1222,2019-01-03,奈良市,C,1,1
1223,2019-01-03,奈良市,D,0,0
1224,2019-01-03,奈良市,E,16,16
1225,2019-01-03,奈良市,F,2,2
1226,2019-01-03,奈良市,G,3,3
1227,2019-01-03,奈良市,H,6,6
1228,2019-01-03,奈良市,I,0,0
1229,2019-01-03,奈良市,J,9,9
1230,2019-01-03,和歌山市,A,78,78
1231,2019-01-03,和歌山市,B,77,77
1232,2019-01-03,和歌山市,C,30,30
1233,2019-01-03,和歌山市,D,1,1
1234,2019-01-03,和歌山市,E,330,330
1235,2019-01-03,和歌山市,F,51,51
1236,2019-01-03,和歌山市,G,66,66
1237,2019-01-03,和歌山市,H,166,166
1238,2019-01-03,和歌山市,I,12,12
1239,2019-01-03,和歌山市,J,223,223
1240,2019-01-03,鳥取市,A,1,1
1241,2019-01-03,鳥取市,B,1,1
1242,2019-01-03,鳥取市,C,1,1
1243,2019-01-03,鳥取市,D,0,0
1244,2019-01-03,鳥取市,E,9,9
1245,2019-01-03,鳥取市,F,0,0
1246,2019-01-03,鳥取市,G,1,1
1247,2019-01-03,鳥取市,H,4,4
1248,2019-01-03,鳥取市,I,0,0
1249,2019-01-03,鳥取市,J,3,3
1250,2019-01-03,松江市,A,12,12
1251,2019-01-03,松江市,B,11,11
1252,2019-01-03,松江市,C,3,3
1253,2019-01-03,松江市,D,0,0
1254,2019-01-03,松江市,E,49,49
1255,2019-01-03,松江市,F,8,8
1256,2019-01-03,松江市,G,11,11
1257,2019-01-03,松江市,H,25,25
1258,2019-01-03,松江市,I,1,1
1259,2019-01-03,松江市,J,33,33
1260,2019-01-03,岡山市,A,171,171
1261,2019-01-03,岡山市,B,166,166
1262,2019-01-03,岡山市,C,64,64
1263,2019-01-03,岡山市,D,10,10
1264,2019-01-03,岡山市,E,732,732
1265,2019-01-03,岡山市,F,114,114
1266,2019-01-03,岡山市,G,149,149
1267,2019-01-03,岡山市,H,373,373
1268,2019-01-03,岡山市,I,23,23
1269,2019-01-03,岡山市,J,498,498
1270,2019-01-03,広島市,A,18,18
1271,2019-01-03,広島市,B,17,17
1272,2019-01-03,広島市,C,9,9
1273,2019-01-03,広島市,D,1,1
1274,2019-01-03,広島市,E,75,75
1275,2019-01-03,広島市,F,12,12
1276,2019-01-03,広島市,G,14,14
1277,2019-01-03,広島市,H,39,39
1278,2019-01-03,広島市,I,4,4
1279,2019-01-03,広島市,J,51,51
1280,2019-01-03,山口市,A,30,30
1281,2019-01-03,山口市,B,31,31
1282,2019-01-03,山口市,C,10,10
1283,2019-01-03,山口市,D,1,1
1284,2019-01-03,山口市,E,133,133
1285,2019-01-03,山口市,F,21,21
1286,2019-01-03,山口市,G,26,26
1287,2019-01-03,山口市,H,68,68
1288,2019-01-03,山口市,I,5,5
1289,2019-01-03,山口市,J,93,93
1290,2019-01-03,徳島市,A,7,7
1291,2019-01-03,徳島市,B,8,8
1292,2019-01-03,徳島市,C,1,1
1293,2019-01-03,徳島市,D,0,0
1294,2019-01-03,徳島市,E,33,33
1295,2019-01-03,徳島市,F,3,3
1296,2019-01-03,徳島市,G,6,6
1297,2019-01-03,徳島市,H,16,16
1298,2019-01-03,徳島市,I,1,1
1299,2019-01-03,徳島市,J,23,23
1300,2019-01-03,高松市,A,30,30
1301,2019-01-03,高松市,B,30,30
1302,2019-01-03,高松市,C,11,11
1303,2019-01-03,高松市,D,1,1
1304,2019-01-03,高松市,E,132,132
1305,2019-01-03,高松市,F,20,20
1306,2019-01-03,高松市,G,27,27
1307,2019-01-03,高松市,H,68,68
1308,2019-01-03,高松市,I,3,3
1309,2019-01-03,高松市,J,89,89
1310,2019-01-03,松山市,A,57,57
1311,2019-01-03,松山市,B,58,58
1312,2019-01-03,松山市,C,21,21
1313,2019-01-03,松山市,D,2,2
1314,2019-01-03,松山市,E,252,252
1315,2019-01-03,松山市,F,39,39
1316,2019-01-03,松山市,G,51,51
1317,2019-01-03,松山市,H,128,128
1318,2019-01-03,松山市,I,8,8
1319,2019-01-03,松山市,J,172,172
1320,2019-01-03,高知市,A,0,0
1321,2019-01-03,高知市,B,0,0
1322,2019-01-03,高知市,C,0,0
1323,2019-01-03,高知市,D,0,0
1324,2019-01-03,高知市,E,2,2
1325,2019-01-03,高知市,F,1,1
1326,2019-01-03,高知市,G,0,0
1327,2019-01-03,高知市,H,1,1
1328,2019-01-03,高知市,I,0,0
1329,2019-01-03,高知市,J,1,1
1330,2019-01-03,福岡市,A,38,38
1331,2019-01-03,福岡市,B,36,36
1332,2019-01-03,福岡市,C,13,13
1333,2019-01-03,福岡市,D,3,3
1334,2019-01-03,福岡市,E,169,169
1335,2019-01-03,福岡市,F,27,27
